ID;1.vs.22;2.vs.23;3.vs.24;4.vs.25;5.vs.26;6.vs.27;7.vs.28;8.vs.29;9.vs.30;10.vs.31;11.vs.32;12.vs.33;13.vs.34;14.vs.35;15.vs.36;16.vs.37;17.vs.38;18.vs.39;19.vs.40;20.vs.41;21.vs.42
A0A3B6SG49;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RG95;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TLT2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SIK0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RLI0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SQR3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
A0A3B6RPJ7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
A0A3B6TZV4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
A0A3B6TTU8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
A0A3B6SQ18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RSQ3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TSC7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RSI3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TKQ8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SG20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TT05;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SM01;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RKH6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SH12;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
A0A3B6RH14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
A0A3B6SF22;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
A0A3B6TPI5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
A0A3B6SI00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
A0A3B6SKY3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
A0A3B6RPJ5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
C1K737;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Q7FT21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6FK03;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A077RW01;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EFK5;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0
A0A3B6JM24;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0
A0A3B6IVI8;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0
C4PW00;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0
A0A3B6HQ46;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0
A0A3B6JPS0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0
A0A3B6LX20;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A0A3B6HYD7;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A0A3B6N2Z9;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A0A3B6LYD6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A0A3B6LYB7;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A0A3B6I1Z6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A0A3B6LH66;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KB14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KDH5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LHK5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QKL6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PUM0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KE98;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NWD0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LHB0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QKC6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QNS8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QMV8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PUQ1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QNR6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MM66;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MM02;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MLV3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MKM5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MN95;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QJC9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6PQ92;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RFV5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TJQ2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SK16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RJ71;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RJB9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
C0KTS8;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1
M4VP35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
W5G990;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
A0A3B6FP91;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
A0A077RF77;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0
A0A0H4TM98;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0
A0A3B6GXR9;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0
A0A023W4F1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0
Q8W427;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0
A0A077RSJ4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6FMN1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GRD4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EGG4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GVV9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EFG8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6A1D2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y6L7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6A2B4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GX33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EH39;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A077RTP7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6A0X0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z452;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6MSD8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6KHW6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z450;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GY57;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EQE1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6ELC5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A077RXE4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6ENH3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GQ86;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6EEE4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A077S011;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6GT53;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A077S148;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z1R8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y4B5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z2U9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5SRF8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z1S0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZZC0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6A0G4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z354;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
W5FLI7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
B2BA43;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YRM2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5T1X1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6C628;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5T8I8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5UFU4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B6B2F8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B6RD52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B6C9G2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5Y444;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B6C6M2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6AY23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5UIM9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B443;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5UNV1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B5G1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B2E1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5URK7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B2D1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6CAC2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6DH86;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6C8C5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B1X5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5US77;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B0J6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5US94;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5X4P8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
W5ET99;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6KP65;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6KPV7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6MU52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6LVM1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6MV17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6MYT8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6MZU1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6LP95;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6KKL7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6HPE4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5XJ95;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A5H7F0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6HN39;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6LUB4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6JH57;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
A0A1D5Z3E7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
A0A3B6MTJ9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
A0A3B6IN84;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
A0A3B6HY46;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
A0A3B6HZ42;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
W5B2G7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6AR24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z5H1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y4F7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D6CUU0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D6AYG3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6BWJ3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6NN41;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6FGQ1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D6BIN9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D6CGH8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y0K9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EHV5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EPW4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SGQ9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D6CYN6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TR89;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SJ61;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D6CYN5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D6DJM6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RMD5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D6SDJ5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TXE9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TS84;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SKI3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A2P1AAU6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A2P1AAS7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A2X0SD33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZSQ2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YU81;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A341WGZ4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A341Q369;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
W5AZ11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P25866;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZRF8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YUL2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6LLN8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A341W842;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RH41;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A341YYL5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6TKY6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6SEC0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6RKB9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZNP4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YS57;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XU87;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P02276;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZPX9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XV63;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YR45;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XUP0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZPE0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YSJ3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XV10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XV85;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
W5AKQ3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XVN7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XXG9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZR46;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XW81;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YU94;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YV80;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XW85;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZQM0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XWJ2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZS73;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YV08;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XWG5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZPJ8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YT02;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XWY1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XX47;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XX55;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YVU5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZSI8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XZI1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYD0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YW90;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYD7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZSI1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YVU3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYM5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYC5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZU62;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YX79;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYN6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YXD3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XZT8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YXL6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYQ1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZSQ3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YWN0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYP7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
W5AH12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XYX6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YWL1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5XZ74;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZUV5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZTL9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZUR5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y056;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZW28;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YYM8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YZV8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
